postal_code,tzid,long,lat
49950,America/Detroit,-88.05016808294498,47.400650364820194
49918,America/Detroit,-87.82792376822175,47.46659074271578
49950,America/Detroit,-87.84242771142829,47.468700597796364
49805,America/Detroit,-88.37104757349219,47.35474751802104
49945,America/Detroit,-88.2939181334216,47.1721259438828
04756,America/New_York,-68.30311519674852,47.3289999018604
04745,America/New_York,-68.39791498161415,47.275053130942176
04773,America/New_York,-68.23000105668594,47.27663984274448
49913,America/Detroit,-88.44362600995207,47.240283233222286
04746,America/New_York,-68.13379478176866,47.232661166036976
49901,America/Detroit,-88.39262831858593,47.30575516746787
04743,America/New_York,-68.48437469041171,47.158692126005796
04772,America/New_York,-68.33081623487355,47.22654285820183
04745,America/New_York,-68.3856142337305,47.28512652851919
49950,America/Detroit,-88.27970448425866,47.25489602353178
49917,America/Detroit,-88.36292440107299,47.28404429807036
49942,America/Detroit,-88.41104062444582,47.272636530286
04746,America/New_York,-68.08438557523517,47.2677366041849
04785,America/New_York,-67.97230261815896,47.12671865145398
04743,America/New_York,-68.7168293643822,47.17725331306627
04772,America/New_York,-68.27774553764075,47.24340318359237
49930,America/Detroit,-88.57000188061761,47.17326157119446
04743,America/New_York,-68.7392550415091,47.230772965336556
49931,America/Detroit,-88.62342926641901,47.145311757464945
04785,America/New_York,-68.00438323586692,47.222017448878375
04779,America/New_York,-68.24589894288754,47.14316653327731
04774,America/New_York,-68.82057647034097,47.207410458064395
49913,America/Detroit,-88.39349576920257,47.20208024186282
04774,America/New_York,-69.08847872839732,47.14470375793051
04774,America/New_York,-68.95729006833852,47.0833051032102
04781,America/New_York,-68.61252495790046,47.14411013503214
49934,America/Detroit,-88.44260843765504,47.172156829769676
49905,America/Detroit,-88.72928908265,47.101432653356
04783,America/New_York,-68.23549543374129,47.033710649104954
49922,America/Detroit,-88.45420223897104,47.119353225260724
04739,America/New_York,-68.7175486266504,47.00981480106011
04774,America/New_York,-69.10811975435266,47.08515743318202
04774,America/New_York,-69.11481911588818,47.113180621082314
