storm_id,usa_atcf_id,date,tclat,tclon
Alex-2016,AL012016,2016-01-07T00:00:00Z,26.6,-75.3
Alex-2016,AL012016,2016-01-07T00:15:00Z,26.641005061546533,-75.27763827006873
Alex-2016,AL012016,2016-01-07T00:30:00Z,26.682017026798665,-75.25524901036285
Alex-2016,AL012016,2016-01-07T00:45:00Z,26.723042799462,-75.23280469110769
Alex-2016,AL012016,2016-01-07T01:00:00Z,26.76408928324214,-75.21027778252865
Alex-2016,AL012016,2016-01-07T01:15:00Z,26.805163381844686,-75.18764075485109
Alex-2016,AL012016,2016-01-07T01:30:00Z,26.846271998975237,-75.16486607830038
Alex-2016,AL012016,2016-01-07T01:45:00Z,26.8874220383394,-75.14192622310188
Alex-2016,AL012016,2016-01-07T02:00:00Z,26.928620403642768,-75.11879365948096
Alex-2016,AL012016,2016-01-07T02:15:00Z,26.969873998590952,-75.09544085766301
Alex-2016,AL012016,2016-01-07T02:30:00Z,27.011189726889544,-75.07184028787339
Alex-2016,AL012016,2016-01-07T02:45:00Z,27.052574492244155,-75.04796442033745
Alex-2016,AL012016,2016-01-07T03:00:00Z,27.09403519836038,-75.02378572528059
Alex-2016,AL012016,2016-01-07T03:15:00Z,27.13557874894382,-74.99927667292818
Alex-2016,AL012016,2016-01-07T03:30:00Z,27.17721204770008,-74.97440973350555
Alex-2016,AL012016,2016-01-07T03:45:00Z,27.21894199833476,-74.94915737723811
Alex-2016,AL012016,2016-01-07T04:00:00Z,27.26077550455346,-74.9234920743512
Alex-2016,AL012016,2016-01-07T04:15:00Z,27.302719470061785,-74.89738629507022
Alex-2016,AL012016,2016-01-07T04:30:00Z,27.34478079856533,-74.87081250962052
Alex-2016,AL012016,2016-01-07T04:45:00Z,27.386966393769704,-74.84374318822748
Alex-2016,AL012016,2016-01-07T05:00:00Z,27.429283159380503,-74.81615080111645
Alex-2016,AL012016,2016-01-07T05:15:00Z,27.471737999103333,-74.78800781851282
Alex-2016,AL012016,2016-01-07T05:30:00Z,27.514337816643792,-74.75928671064196
Alex-2016,AL012016,2016-01-07T05:45:00Z,27.55708951570748,-74.72995994772923
Alex-2016,AL012016,2016-01-07T06:00:00Z,27.6,-74.7
Alex-2016,AL012016,2016-01-07T06:15:00Z,27.64307650331765,-74.66938516606538
Alex-2016,AL012016,2016-01-07T06:30:00Z,27.68632757981951,-74.63811705807946
Alex-2016,AL012016,2016-01-07T06:45:00Z,27.72976211375534,-74.60620311658205
Alex-2016,AL012016,2016-01-07T07:00:00Z,27.773388989374915,-74.57365078211296
Alex-2016,AL012016,2016-01-07T07:15:00Z,27.817217090928008,-74.54046749521201
Alex-2016,AL012016,2016-01-07T07:30:00Z,27.86125530266439,-74.50666069641903
Alex-2016,AL012016,2016-01-07T07:45:00Z,27.905512508833827,-74.47223782627384
Alex-2016,AL012016,2016-01-07T08:00:00Z,27.949997593686096,-74.43720632531624
Alex-2016,AL012016,2016-01-07T08:15:00Z,27.994719441470963,-74.40157363408606
