storm_id,usa_atcf_id,date,tclat,tclon
Alberto-2018,AL012018,2018-05-25T12:00:00Z,18.8,-87.1
Alberto-2018,AL012018,2018-05-25T12:15:00Z,18.79311653275119,-87.07608110238986
Alberto-2018,AL012018,2018-05-25T12:30:00Z,18.78626141472584,-87.05215092371131
Alberto-2018,AL012018,2018-05-25T12:45:00Z,18.779462995147426,-87.02819818289592
Alberto-2018,AL012018,2018-05-25T13:00:00Z,18.772749623239406,-87.00421159887529
Alberto-2018,AL012018,2018-05-25T13:15:00Z,18.76614964822525,-86.98017989058098
Alberto-2018,AL012018,2018-05-25T13:30:00Z,18.759691419328426,-86.95609177694462
Alberto-2018,AL012018,2018-05-25T13:45:00Z,18.753403285772396,-86.93193597689773
Alberto-2018,AL012018,2018-05-25T14:00:00Z,18.74731359678063,-86.90770120937195
Alberto-2018,AL012018,2018-05-25T14:15:00Z,18.74145070157659,-86.88337619329884
Alberto-2018,AL012018,2018-05-25T14:30:00Z,18.735842949383738,-86.85894964760999
Alberto-2018,AL012018,2018-05-25T14:45:00Z,18.730518689425548,-86.83441029123698
Alberto-2018,AL012018,2018-05-25T15:00:00Z,18.725506270925482,-86.80974684311138
Alberto-2018,AL012018,2018-05-25T15:15:00Z,18.720834043107008,-86.7849480221648
Alberto-2018,AL012018,2018-05-25T15:30:00Z,18.71653035519359,-86.76000254732881
Alberto-2018,AL012018,2018-05-25T15:45:00Z,18.712623556408694,-86.734899137535
Alberto-2018,AL012018,2018-05-25T16:00:00Z,18.709141995975788,-86.70962651171494
Alberto-2018,AL012018,2018-05-25T16:15:00Z,18.70611402311833,-86.68417338880025
Alberto-2018,AL012018,2018-05-25T16:30:00Z,18.7035679870598,-86.65852848772246
Alberto-2018,AL012018,2018-05-25T16:45:00Z,18.70153223702365,-86.6326805274132
Alberto-2018,AL012018,2018-05-25T17:00:00Z,18.700035122233352,-86.60661822680403
Alberto-2018,AL012018,2018-05-25T17:15:00Z,18.699104991912375,-86.58033030482655
Alberto-2018,AL012018,2018-05-25T17:30:00Z,18.698770195284176,-86.55380548041232
Alberto-2018,AL012018,2018-05-25T17:45:00Z,18.69905908157223,-86.52703247249295
Alberto-2018,AL012018,2018-05-25T18:00:00Z,18.7,-86.5
Alberto-2018,AL012018,2018-05-25T18:15:00Z,18.701614651956373,-86.47270806293349
Alberto-2018,AL012018,2018-05-25T18:30:00Z,18.70389814749193,-86.44520178556708
Alberto-2018,AL012018,2018-05-25T18:45:00Z,18.706838948822675,-86.41753757324284
Alberto-2018,AL012018,2018-05-25T19:00:00Z,18.710425518164616,-86.38977183130287
Alberto-2018,AL012018,2018-05-25T19:15:00Z,18.714646317733752,-86.36196096508922
Alberto-2018,AL012018,2018-05-25T19:30:00Z,18.719489809746086,-86.33416137994399
Alberto-2018,AL012018,2018-05-25T19:45:00Z,18.724944456417628,-86.30642948120926
Alberto-2018,AL012018,2018-05-25T20:00:00Z,18.73099871996438,-86.27882167422712
Alberto-2018,AL012018,2018-05-25T20:15:00Z,18.737641062602343,-86.25139436433962
Alberto-2018,AL012018,2018-05-25T20:30:00Z,18.74485994654752,-86.22420395688884
Alberto-2018,AL012018,2018-05-25T20:45:00Z,18.752643834015924,-86.1973068572169
Alberto-2018,AL012018,2018-05-25T21:00:00Z,18.760981187223546,-86.17075947066584
Alberto-2018,AL012018,2018-05-25T21:15:00Z,18.7698604683864,-86.14461820257776
Alberto-2018,AL012018,2018-05-25T21:30:00Z,18.779270139720484,-86.11893945829473
Alberto-2018,AL012018,2018-05-25T21:45:00Z,18.78919866344181,-86.09377964315884
Alberto-2018,AL012018,2018-05-25T22:00:00Z,18.79963450176637,-86.06919516251216
Alberto-2018,AL012018,2018-05-25T22:15:00Z,18.810566116910177,-86.04524242169677
Alberto-2018,AL012018,2018-05-25T22:30:00Z,18.821981971089233,-86.02197782605477
Alberto-2018,AL012018,2018-05-25T22:45:00Z,18.83387052651954,-85.99945778092821
Alberto-2018,AL012018,2018-05-25T23:00:00Z,18.846220245417104,-85.97773869165918
Alberto-2018,AL012018,2018-05-25T23:15:00Z,18.859019589997928,-85.95687696358976
Alberto-2018,AL012018,2018-05-25T23:30:00Z,18.872257022478014,-85.93692900206204
Alberto-2018,AL012018,2018-05-25T23:45:00Z,18.88592100507337,-85.9179512124181
Alberto-2018,AL012018,2018-05-26T00:00:00Z,18.9,-85.9
Alberto-2018,AL012018,2018-05-26T00:15:00Z,18.914501827015915,-85.88311558106136
Alberto-2018,AL012018,2018-05-26T00:30:00Z,18.92951173604718,-85.86727341550186
Alberto-2018,AL012018,2018-05-26T00:45:00Z,18.945134334561867,-85.85243277413271
Alberto-2018,AL012018,2018-05-26T01:00:00Z,18.961474230028056,-85.83855292776511
Alberto-2018,AL012018,2018-05-26T01:15:00Z,18.978636029913815,-85.82559314721027
Alberto-2018,AL012018,2018-05-26T01:30:00Z,18.996724341687216,-85.81351270327941
Alberto-2018,AL012018,2018-05-26T01:45:00Z,19.01584377281634,-85.80227086678373
Alberto-2018,AL012018,2018-05-26T02:00:00Z,19.036098930769256,-85.79182690853443
Alberto-2018,AL012018,2018-05-26T02:15:00Z,19.057594423014038,-85.78214009934273
Alberto-2018,AL012018,2018-05-26T02:30:00Z,19.08043485701876,-85.77316971001983
Alberto-2018,AL012018,2018-05-26T02:45:00Z,19.104724840251496,-85.76487501137694
Alberto-2018,AL012018,2018-05-26T03:00:00Z,19.130568980180325,-85.75721527422527
Alberto-2018,AL012018,2018-05-26T03:15:00Z,19.158071884273312,-85.75014976937602
Alberto-2018,AL012018,2018-05-26T03:30:00Z,19.187338159998536,-85.74363776764042
Alberto-2018,AL012018,2018-05-26T03:45:00Z,19.218472414824067,-85.73763853982966
Alberto-2018,AL012018,2018-05-26T04:00:00Z,19.251579256217987,-85.73211135675494
Alberto-2018,AL012018,2018-05-26T04:15:00Z,19.28676329164836,-85.72701548922748
Alberto-2018,AL012018,2018-05-26T04:30:00Z,19.324129128583266,-85.7223102080585
Alberto-2018,AL012018,2018-05-26T04:45:00Z,19.363781374490777,-85.71795478405919
Alberto-2018,AL012018,2018-05-26T05:00:00Z,19.405824636838968,-85.71390848804076
Alberto-2018,AL012018,2018-05-26T05:15:00Z,19.450363523095913,-85.71013059081442
Alberto-2018,AL012018,2018-05-26T05:30:00Z,19.497502640729685,-85.70658036319136
Alberto-2018,AL012018,2018-05-26T05:45:00Z,19.547346597208357,-85.70321707598282
Alberto-2018,AL012018,2018-05-26T06:00:00Z,19.6,-85.7
Alberto-2018,AL012018,2018-05-26T06:15:00Z,19.655518375628116,-85.69689124476552
Alberto-2018,AL012018,2018-05-26T06:30:00Z,19.713760926837868,-85.69386427464772
Alberto-2018,AL012018,2018-05-26T06:45:00Z,19.774537775429845,-85.69089539272636
Alberto-2018,AL012018,2018-05-26T07:00:00Z,19.837659043204642,-85.68796090208117
Alberto-2018,AL012018,2018-05-26T07:15:00Z,19.902934851962844,-85.68503710579193
Alberto-2018,AL012018,2018-05-26T07:30:00Z,19.970175323505043,-85.6821003069384
Alberto-2018,AL012018,2018-05-26T07:45:00Z,20.039190579631825,-85.67912680860032
Alberto-2018,AL012018,2018-05-26T08:00:00Z,20.109790742143783,-85.67609291385743
Alberto-2018,AL012018,2018-05-26T08:15:00Z,20.181785932841507,-85.67297492578952
Alberto-2018,AL012018,2018-05-26T08:30:00Z,20.254986273525585,-85.66974914747632
Alberto-2018,AL012018,2018-05-26T08:45:00Z,20.329201885996607,-85.6663918819976
Alberto-2018,AL012018,2018-05-26T09:00:00Z,20.404242892055162,-85.6628794324331
Alberto-2018,AL012018,2018-05-26T09:15:00Z,20.47991941350184,-85.6591881018626
Alberto-2018,AL012018,2018-05-26T09:30:00Z,20.55604157213723,-85.65529419336583
Alberto-2018,AL012018,2018-05-26T09:45:00Z,20.63241948976192,-85.65117401002256
Alberto-2018,AL012018,2018-05-26T10:00:00Z,20.708863288176502,-85.64680385491253
Alberto-2018,AL012018,2018-05-26T10:15:00Z,20.78518308918157,-85.64216003111552
Alberto-2018,AL012018,2018-05-26T10:30:00Z,20.8611890145777,-85.63721884171126
Alberto-2018,AL012018,2018-05-26T10:45:00Z,20.936691186165497,-85.63195658977952
Alberto-2018,AL012018,2018-05-26T11:00:00Z,21.01149972574554,-85.62634957840005
Alberto-2018,AL012018,2018-05-26T11:15:00Z,21.085424755118424,-85.6203741106526
Alberto-2018,AL012018,2018-05-26T11:30:00Z,21.158276396084734,-85.61400648961695
Alberto-2018,AL012018,2018-05-26T11:45:00Z,21.22986477044506,-85.60722301837282
Alberto-2018,AL012018,2018-05-26T12:00:00Z,21.3,-85.6
Alberto-2018,AL012018,2018-05-26T12:15:00Z,21.368531730656816,-85.592318571821
Alberto-2018,AL012018,2018-05-26T12:30:00Z,21.43546770474951,-85.58417920812947
Alberto-2018,AL012018,2018-05-26T12:45:00Z,21.500855188718756,-85.57558721746187
Alberto-2018,AL012018,2018-05-26T13:00:00Z,21.56474144900524,-85.56654790835464
Alberto-2018,AL012018,2018-05-26T13:15:00Z,21.627173752049636,-85.5570665893442
Alberto-2018,AL012018,2018-05-26T13:30:00Z,21.688199364292625,-85.547148568967
Alberto-2018,AL012018,2018-05-26T13:45:00Z,21.747865552174886,-85.53679915575948
Alberto-2018,AL012018,2018-05-26T14:00:00Z,21.806219582137096,-85.52602365825807
Alberto-2018,AL012018,2018-05-26T14:15:00Z,21.86330872061994,-85.51482738499921
Alberto-2018,AL012018,2018-05-26T14:30:00Z,21.91918023406409,-85.50321564451933
Alberto-2018,AL012018,2018-05-26T14:45:00Z,21.97388138891023,-85.49119374535488
Alberto-2018,AL012018,2018-05-26T15:00:00Z,22.02745945159904,-85.4787669960423
Alberto-2018,AL012018,2018-05-26T15:15:00Z,22.079961688571192,-85.46594070511802
Alberto-2018,AL012018,2018-05-26T15:30:00Z,22.13143536626737,-85.45272018111847
Alberto-2018,AL012018,2018-05-26T15:45:00Z,22.181927751128256,-85.4391107325801
Alberto-2018,AL012018,2018-05-26T16:00:00Z,22.231486109594528,-85.42511766803935
Alberto-2018,AL012018,2018-05-26T16:15:00Z,22.28015770810686,-85.41074629603264
Alberto-2018,AL012018,2018-05-26T16:30:00Z,22.327989813105933,-85.39600192509644
Alberto-2018,AL012018,2018-05-26T16:45:00Z,22.37502969103243,-85.38088986376715
Alberto-2018,AL012018,2018-05-26T17:00:00Z,22.421324608327026,-85.36541542058124
Alberto-2018,AL012018,2018-05-26T17:15:00Z,22.4669218314304,-85.34958390407513
Alberto-2018,AL012018,2018-05-26T17:30:00Z,22.511868626783237,-85.33340062278526
Alberto-2018,AL012018,2018-05-26T17:45:00Z,22.55621226082621,-85.31687088524806
Alberto-2018,AL012018,2018-05-26T18:00:00Z,22.6,-85.3
Alberto-2018,AL012018,2018-05-26T18:15:00Z,22.643278602207587,-85.28279280128382
Alberto-2018,AL012018,2018-05-26T18:30:00Z,22.68609279120114,-85.2652522261677
Alberto-2018,AL012018,2018-05-26T18:45:00Z,22.728486782195134,-85.24738073742611
Alberto-2018,AL012018,2018-05-26T19:00:00Z,22.770504790404036,-85.22918079783356
Alberto-2018,AL012018,2018-05-26T19:15:00Z,22.812191031042325,-85.21065487016455
Alberto-2018,AL012018,2018-05-26T19:30:00Z,22.853589719324468,-85.19180541719355
Alberto-2018,AL012018,2018-05-26T19:45:00Z,22.89474507046494,-85.17263490169508
Alberto-2018,AL012018,2018-05-26T20:00:00Z,22.935701299678204,-85.1531457864436
Alberto-2018,AL012018,2018-05-26T20:15:00Z,22.976502622178742,-85.13334053421363
Alberto-2018,AL012018,2018-05-26T20:30:00Z,23.017193253181023,-85.11322160777966
Alberto-2018,AL012018,2018-05-26T20:45:00Z,23.057817407899517,-85.09279146991618
Alberto-2018,AL012018,2018-05-26T21:00:00Z,23.098419301548695,-85.07205258339768
Alberto-2018,AL012018,2018-05-26T21:15:00Z,23.13904314934303,-85.05100741099866
Alberto-2018,AL012018,2018-05-26T21:30:00Z,23.179733166496995,-85.02965841549361
Alberto-2018,AL012018,2018-05-26T21:45:00Z,23.220533568225058,-85.00800805965702
Alberto-2018,AL012018,2018-05-26T22:00:00Z,23.261488569741697,-84.98605880626339
Alberto-2018,AL012018,2018-05-26T22:15:00Z,23.302642386261375,-84.9638131180872
Alberto-2018,AL012018,2018-05-26T22:30:00Z,23.344039232998572,-84.94127345790297
Alberto-2018,AL012018,2018-05-26T22:45:00Z,23.385723325167756,-84.91844228848517
Alberto-2018,AL012018,2018-05-26T23:00:00Z,23.4277388779834,-84.8953220726083
Alberto-2018,AL012018,2018-05-26T23:15:00Z,23.470130106659976,-84.87191527304685
Alberto-2018,AL012018,2018-05-26T23:30:00Z,23.512941226411954,-84.84822435257533
Alberto-2018,AL012018,2018-05-26T23:45:00Z,23.556216452453803,-84.82425177396821
Alberto-2018,AL012018,2018-05-27T00:00:00Z,23.6,-84.8
Alberto-2018,AL012018,2018-05-27T00:15:00Z,23.644334763290622,-84.77548302396963
Alberto-2018,AL012018,2018-05-27T00:30:00Z,23.689258352668162,-84.7507609612738
Alberto-2018,AL012018,2018-05-27T00:45:00Z,23.734807057500717,-84.72590545783365
Alberto-2018,AL012018,2018-05-27T01:00:00Z,23.781017167156396,-84.70098815957033
Alberto-2018,AL012018,2018-05-27T01:15:00Z,23.82792497100329,-84.67608071240498
