postal_code,tzid,long,lat
36426,America/Chicago,-87.07399462336399,31.14056710493109
72342,America/Chicago,-90.68604200434669,34.45803977185966
06377,America/New_York,-71.81755000900742,41.7262060413102
06607,America/New_York,-73.1669542544641,41.17370499121568
39823,America/New_York,-84.94164389871193,31.332064177163527
34103,America/New_York,-81.80381885373465,26.19272423923885
52134,America/Chicago,-92.41123517105193,43.469571033320165
32347,America/New_York,-83.61599464132009,30.166855637223527
66778,America/Chicago,-94.84081428362748,37.00050137832371
04671,America/New_York,-67.16248608392222,45.06620594720153
62341,America/Chicago,-91.30281359578888,40.42575840330737
67361,America/Chicago,-96.21824427093007,37.13823438493005
41175,America/New_York,-82.97235650429201,38.65130359758591
62865,America/Chicago,-89.07874904685399,37.97197498799328
60558,America/Chicago,-87.90160343840458,41.80612741635387
01036,America/New_York,-72.41586185355554,42.06369466149994
21601,America/New_York,-76.08180351455717,38.79376454796699
21622,America/New_York,-76.17531259044243,38.407858094509294
50050,America/Chicago,-94.50662931881816,42.16151197443271
04750,America/New_York,-67.8571411856216,46.95822255122995
50120,America/Chicago,-92.98292605945461,41.933684182387346
01521,America/New_York,-72.16595865973255,42.06012407126311
02766,America/New_York,-71.18419095620364,41.9640181538324
39645,America/Chicago,-90.79782176702184,31.147445755918096
48035,America/Detroit,-82.90941593034658,42.556130132685304
06608,America/New_York,-73.18098425782345,41.18681874865826
63673,America/Chicago,-89.99090728541968,37.84214686618688
38967,America/Chicago,-89.73376282077167,33.45921551354573
28717,America/New_York,-83.09113417622525,35.08254456198028
64457,America/Chicago,-94.68554950041108,40.160981162415105
73848,America/Chicago,-100.00746148464914,36.654119305131275
08510,America/New_York,-74.42155373083709,40.190391033378035
77550,America/Chicago,-94.77750706970552,29.309793535722864
77414,America/Chicago,-95.88078781067043,28.899627666550533
37722,America/New_York,-83.23432135244795,35.806955062676614
45390,America/New_York,-84.76887625927532,40.218712763075786
05450,America/New_York,-72.79115960408237,44.900224647070274
44146,America/New_York,-81.53019044332775,41.381610493553836
26155,America/New_York,-80.76552004125138,39.632180532313726
26807,America/New_York,-79.3540542611774,38.655633534999495
17015,America/New_York,-77.23121397932393,40.17717263525645
24934,America/New_York,-79.8916166756707,38.33438952850286
36022,America/Chicago,-86.40475449490226,32.6193997849362
35006,America/Chicago,-87.19703388108698,33.42920988709568
54143,America/Chicago,-87.7000538097942,45.086490780686475
53143,America/Chicago,-87.83044719998416,42.56094166086341
