postal_code,tzid,long,lat
71861,America/Chicago,-93.492852754028,33.10318880659616
71860,America/Chicago,-93.48877590751499,33.30167313972292
71770,America/Chicago,-93.31804621741338,33.3893608818163
71764,America/Chicago,-93.0468680357845,33.431687815694474
71753,America/Chicago,-93.18408299564068,33.23020436634295
71752,America/Chicago,-93.19550489002759,33.40087131530664
71740,America/Chicago,-93.16370162234662,33.081155549797515
12998,America/New_York,-73.57895812043874,44.0846060368622
12997,America/New_York,-73.84312474791331,44.37552763915894
12996,America/New_York,-73.4394809505068,44.360218571200825
12993,America/New_York,-73.47217247420048,44.19890937547608
12987,America/New_York,-73.7670539452552,44.32188852392614
12983,America/New_York,-74.20296826411243,44.32142710464161
12977,America/New_York,-74.07949852411251,44.28018545872506
12975,America/New_York,-73.43053656089924,44.52909087740642
12974,America/New_York,-73.47037299264372,44.05282985752621
12972,America/New_York,-73.57344321423973,44.55813851791124
12964,America/New_York,-73.62575527264468,44.14252846149198
12961,America/New_York,-73.54954121015226,44.05711102633515
12960,America/New_York,-73.55461726079014,44.02893542601446
12956,America/New_York,-73.49540024721266,44.093227898846614
12950,America/New_York,-73.58511313407416,44.32014204936332
12946,America/New_York,-73.98414476987668,44.228931827750955
12944,America/New_York,-73.51235348962942,44.450669971851966
12943,America/New_York,-73.81832434270298,44.1392344895896
12942,America/New_York,-73.79984056847285,44.260233745039585
12941,America/New_York,-73.71654592017177,44.3550296925918
12936,America/New_York,-73.39870695532859,44.27792300070865
12932,America/New_York,-73.61258425667204,44.21214662132143
12928,America/New_York,-73.53006264382651,43.951578733881085
12913,America/New_York,-74.02097450795726,44.42203273188197
12912,America/New_York,-73.74688733224998,44.46223978708303
12883,America/New_York,-73.50595473144233,43.85230052146264
12872,America/New_York,-73.72980193888775,43.87712952820194
12870,America/New_York,-73.7541318479943,43.84236388618709
12858,America/New_York,-73.67288220202903,43.902727900758876
12857,America/New_York,-73.90998332847605,43.822693073129976
12855,America/New_York,-73.79656039877253,44.00199732141071
12853,America/New_York,-74.0086628023987,43.68128308530582
12852,America/New_York,-74.16099026767064,43.94565047282121
12851,America/New_York,-74.04172754753395,43.85579421608187
12836,America/New_York,-73.56841768545378,43.74964406835438
12808,America/New_York,-73.72794446676737,43.75116293699238
12758,America/New_York,-74.7456779017305,41.94574886609479
12740,America/New_York,-74.46993669918243,41.89423961097782
12725,America/New_York,-74.54539949785364,41.96001714940264
12589,America/New_York,-74.15888554279974,41.62665528105868
12586,America/New_York,-74.17331810261643,41.56503561705112
12566,America/New_York,-74.33124121049251,41.621021681686614
12561,America/New_York,-74.09753825936977,41.754973828223434
12548,America/New_York,-74.10744632686968,41.659864832316984
12547,America/New_York,-73.98514128995441,41.6559671421019
12542,America/New_York,-73.99716487867506,41.607418128896526
12528,America/New_York,-74.00444928093822,41.718860077911955
12525,America/New_York,-74.1856495893811,41.68634280841934
12515,America/New_York,-74.06264859542206,41.6829536045658
12498,America/New_York,-74.10639274379112,42.04848988548682
12495,America/New_York,-74.24068082359622,42.08492291457288
12494,America/New_York,-74.29289540127414,41.95659895286371
12493,America/New_York,-73.97680934670548,41.79620779116257
12491,America/New_York,-74.1369621317443,41.967470757158694
12490,America/New_York,-73.92598803666681,42.12466649563596
12489,America/New_York,-74.355479240180955,41.75061894464943
12487,America/New_York,-73.99538897246384,41.85938103989996
12486,America/New_York,-74.06258209800646,41.833804699778796
12484,America/New_York,-74.17494327397354,41.871057175049465
12483,America/New_York,-74.42140344097996,41.675539123597304
12481,America/New_York,-74.22474744098916,41.982964758930564
12480,America/New_York,-74.37743814680078,42.136300411455
12477,America/New_York,-73.99980651939582,42.08592615910898
12475,America/New_York,-74.01543169681881,42.01523660244521
12472,America/New_York,-74.07876190130143,41.84603735184089
12471,America/New_York,-74.04113359446472,41.841624524226916
12466,America/New_York,-73.97902531508758,41.90434461496779
12465,America/New_York,-74.46736123860482,42.15303835053116
12464,America/New_York,-74.35129414658626,42.035103621637234
12461,America/New_York,-74.26930074154404,41.90890490672702
12458,America/New_York,-74.41992796082997,41.81552368058865
12457,America/New_York,-74.25250170854613,42.04407167947144
12456,America/New_York,-73.99705827835707,42.03311770189567
12455,America/New_York,-74.65987590140952,42.139679374597094
12453,America/New_York,-73.93628075782895,42.093388597694855
12449,America/New_York,-73.99302958792748,41.99352869903881
12448,America/New_York,-74.18293734398006,42.07924032540669
12446,America/New_York,-74.32555310134795,41.80593943399611
12443,America/New_York,-74.0853956859124,41.933909500641334
12441,America/New_York,-74.50870499282001,42.135297298542795
12440,America/New_York,-74.17729713444776,41.77873110760491
12435,America/New_York,-74.51872831174335,41.72880673644491
12433,America/New_York,-74.15856326383677,42.00336995257656
12432,America/New_York,-73.94453089107617,42.04441981115445
12429,America/New_York,-73.97495939034546,41.829089301057465
12428,America/New_York,-74.44491352506071,41.739040768186214
12420,America/New_York,-74.37928645300981,41.67115194466221
12419,America/New_York,-74.10344264753488,41.85968667598701
12417,America/New_York,-73.98984842805397,41.90688878545043
12416,America/New_York,-74.28872788979353,42.100666431333394
12412,America/New_York,-74.27958565370862,42.01272950516889
12411,America/New_York,-74.04557085026676,41.87605569276604
12410,America/New_York,-74.44976340800903,42.06986356141138
12409,America/New_York,-74.16687689839253,42.04366279931153
12406,America/New_York,-74.55238525508653,42.10201105862785
12404,America/New_York,-74.23593429819199,41.814616059957636
12401,America/New_York,-74.05279752016258,41.93559413191853
72776,America/Chicago,-93.64582911311379,35.92138091522425
72773,America/Chicago,-93.8489097241126,36.01648983610563
72760,America/Chicago,-93.70992820839625,35.830895326763745
72756,America/Chicago,-93.98329129383087,36.32118733902987
72752,America/Chicago,-93.57715965840768,35.80413190795866
72742,America/Chicago,-93.49781095760238,35.971470142760396
72740,America/Chicago,-93.6869594764241,36.10247246015019
72738,America/Chicago,-93.88658749368848,36.160500961648125
72727,America/Chicago,-93.92863587694153,35.92281046311589
72721,America/Chicago,-93.78940178012324,35.82746648876122
72703,America/Chicago,-94.04884562483194,36.115096286887365
72632,America/Chicago,-93.74482272962288,36.37354037462898
71971,America/Chicago,-94.03725897809433,34.30391952417741
71959,America/Chicago,-93.93292263748229,34.247278215954374
71958,America/Chicago,-93.66606749778597,34.11256274064272
71952,America/Chicago,-93.85359494053932,34.303910568501784
71950,America/Chicago,-93.71027635296198,34.24823122063171
71943,America/Chicago,-93.59499486042701,34.33952995150768
71940,America/Chicago,-93.50965935137086,34.02052088922248
71922,America/Chicago,-93.41939106224234,34.02434939177364
71921,America/Chicago,-93.39345613059575,34.24929579345896
71852,America/Chicago,-93.855367917085,33.99921682176165
12792,America/New_York,-74.94760836350068,41.51836538298225
12791,America/New_York,-74.88998720917579,41.81224730775409
12790,America/New_York,-74.51578701297377,41.5914281521075
12789,America/New_York,-74.57041282529377,41.70681529514349
12788,America/New_York,-74.58838829330116,41.78944063497985
12787,America/New_York,-74.83533617794724,41.79788637144422
12786,America/New_York,-74.85503706655942,41.64040516489205
12785,America/New_York,-74.56986743066892,41.52529993865259
12784,America/New_York,-74.62602686108502,41.669827271346044
12783,America/New_York,-74.83630822287046,41.74098053280532
12781,America/New_York,-74.4663835136003,41.61967384675577
12780,America/New_York,-74.72133852410892,41.444291865549225
12779,America/New_York,-74.63177386426305,41.702778079278616
79837,America/Denver,-105.26726908184784,32.19034902794799
12778,America/New_York,-74.80930045951881,41.64226610555863
12777,America/New_York,-74.69615289535942,41.54832830717241
12776,America/New_York,-74.93465911810318,41.9608482041594
12775,America/New_York,-74.59275240902669,41.615641378901685
12770,America/New_York,-74.8546534531503,41.44791666106306
12769,America/New_York,-74.46727103171075,41.657941899582966
12768,America/New_York,-74.71585045484692,41.87130382161208
12767,America/New_York,-75.0025884221826,41.84140352821358
12766,America/New_York,-74.98030542791452,41.81154417589724
12765,America/New_York,-74.61940131002318,41.855390501325694
12764,America/New_York,-74.98457631771177,41.595251454567425
12763,America/New_York,-74.52308683072631,41.679844356159805
12762,America/New_York,-74.79155335659523,41.66888715635449
12760,America/New_York,-75.10885977578099,41.90018962080527
12759,America/New_York,-74.65336492540594,41.77910109969418
12754,America/New_York,-74.7368870572661,41.798416818498666
12752,America/New_York,-74.98833409184317,41.68244994441376
12751,America/New_York,-74.66429667165788,41.69363415480818
12750,America/New_York,-74.95707963830623,41.732144467346444
12749,America/New_York,-74.83671548955122,41.69464607814471
12748,America/New_York,-74.92350876315459,41.775449521513906
12747,America/New_York,-74.66465475779292,41.76739828295891
12745,America/New_York,-75.024648189266685,41.78343300517965
12743,America/New_York,-74.84771580602936,41.542783524490446
12742,America/New_York,-74.72191156015593,41.71928413036099
12741,America/New_York,-75.08109043756423,41.841549554677535
12738,America/New_York,-74.57105740026708,41.65612960516049
12737,America/New_York,-74.80052190593469,41.504646396837316
12736,America/New_York,-75.03206148227976,41.85534696424002
12734,America/New_York,-74.7509322695017,41.733040726092966
12733,America/New_York,-74.60982816052189,41.731840737258416
12732,America/New_York,-74.87401816929533,41.56252362899294
12729,America/New_York,-74.62440176059049,41.476236895103206
12726,America/New_York,-74.97728334206123,41.69411427612236
12724,America/New_York,-74.9339219743143,41.854100650100136
12723,America/New_York,-75.02831783300185,41.77568139365878
12722,America/New_York,-74.37430369070806,41.59063416028516
12721,America/New_York,-74.42893141291502,41.56746472198807
12720,America/New_York,-74.90423930116971,41.65847049135803
12719,America/New_York,-74.91192741133369,41.48856545834634
12701,America/New_York,-74.70026536069486,41.6491460016823
10940,America/New_York,-74.47018116041508,41.45118120235154
