storm_id,usa_atcf_id,date,latitude,longitude,wind
Michael-2018,AL142018,201810081200,20.9,-85.1,65
Michael-2018,AL142018,201810081800,21.7,-85.1,75
Michael-2018,AL142018,201810090000,22.7,-85.2,85
Michael-2018,AL142018,201810090600,23.7,-85.8,85
Michael-2018,AL142018,201810091200,24.6,-86.2,90
Michael-2018,AL142018,201810091800,25.6,-86.4,100
Michael-2018,AL142018,201810100000,26.6,-86.5,110
Michael-2018,AL142018,201810100600,27.7,-86.6,120
Michael-2018,AL142018,201810101200,29,-86.3,125
Michael-2018,AL142018,201810101730,30,-85.5,140
Michael-2018,AL142018,201810101800,30.2,-85.4,135
Michael-2018,AL142018,201810110000,31.5,-84.5,80
Michael-2018,AL142018,201810110600,32.8,-83.2,50
Michael-2018,AL142018,201810111200,34.1,-81.7,45
Michael-2018,AL142018,201810111800,35.6,-80,45
Michael-2018,AL142018,201810120000,36.5,-77.7,50
Michael-2018,AL142018,201810120600,37.3,-75,60
Michael-2018,AL142018,201810121200,39.1,-70.6,60
Michael-2018,AL142018,201810121800,41.1,-66.1,60
Michael-2018,AL142018,201810130000,43.1,-61.5,65
Michael-2018,AL142018,201810130600,44.8,-55.7,65
Michael-2018,AL142018,201810131200,46.4,-48.2,65
Michael-2018,AL142018,201810131800,47.6,-40.7,65
Michael-2018,AL142018,201810140000,48.4,-33.1,65
Michael-2018,AL142018,201810140600,48.8,-26.1,65
Michael-2018,AL142018,201810141200,48.6,-20.7,60
Michael-2018,AL142018,201810141800,47.5,-16.4,55
Michael-2018,AL142018,201810150000,45.9,-13.5,55
Michael-2018,AL142018,201810150600,44.4,-11.4,50
Michael-2018,AL142018,201810151200,42.8,-10.3,35
Michael-2018,AL142018,201810151800,41.2,-10,35
Nadine-2018,AL152018,201810081200,9.3,-26.7,25
Nadine-2018,AL152018,201810081800,9.5,-27.6,25
Nadine-2018,AL152018,201810090000,9.8,-28.4,25
Nadine-2018,AL152018,201810090600,10.1,-29,30
Nadine-2018,AL152018,201810091200,10.4,-29.6,35
Nadine-2018,AL152018,201810091800,10.8,-30.2,40
Nadine-2018,AL152018,201810100000,11.2,-30.7,50
Nadine-2018,AL152018,201810100600,11.8,-30.9,55
Nadine-2018,AL152018,201810101200,12.3,-31.4,55
Nadine-2018,AL152018,201810101800,12.8,-32,50
Nadine-2018,AL152018,201810110000,13.3,-32.5,50
Nadine-2018,AL152018,201810110600,13.6,-33.1,45
Nadine-2018,AL152018,201810111200,13.9,-33.8,45
Nadine-2018,AL152018,201810111800,14.3,-34.6,45
Nadine-2018,AL152018,201810120000,14.8,-35,40
Nadine-2018,AL152018,201810120600,15.3,-35.3,40
Nadine-2018,AL152018,201810121200,15.8,-35.7,35
Nadine-2018,AL152018,201810121800,16.2,-37,30
Oscar-2018,AL162018,201810261800,25.4,-45.3,35
Oscar-2018,AL162018,201810270000,26.4,-45.3,40
Oscar-2018,AL162018,201810270600,27.1,-46.5,45
Oscar-2018,AL162018,201810271200,27.4,-48,50
Oscar-2018,AL162018,201810271800,27.1,-49.9,50
Oscar-2018,AL162018,201810280000,25.9,-51.1,55
Oscar-2018,AL162018,201810280600,25.4,-52,55
Oscar-2018,AL162018,201810281200,25.4,-53.1,60
Oscar-2018,AL162018,201810281800,25.7,-54.8,65
Oscar-2018,AL162018,201810290000,25.5,-56.4,65
Oscar-2018,AL162018,201810290600,25.5,-57.5,70
Oscar-2018,AL162018,201810291200,25.7,-58.1,75
Oscar-2018,AL162018,201810291800,26.2,-58.5,85
Oscar-2018,AL162018,201810300000,27,-58.5,95
Oscar-2018,AL162018,201810300600,28,-58.4,90
Oscar-2018,AL162018,201810301200,29,-58,85
Oscar-2018,AL162018,201810301800,30.3,-57.3,75
Oscar-2018,AL162018,201810310000,31.7,-56,70
Oscar-2018,AL162018,201810310600,33,-54.6,70
Oscar-2018,AL162018,201810311200,35.4,-52.4,70
Oscar-2018,AL162018,201810311800,38,-50.5,70
Oscar-2018,AL162018,201811010000,40.7,-48.7,75
Oscar-2018,AL162018,201811010600,43.4,-46.9,75
Oscar-2018,AL162018,201811011200,46,-44.7,65
Oscar-2018,AL162018,201811011800,48.2,-41.8,60
Oscar-2018,AL162018,201811020000,50.3,-38.6,60
Oscar-2018,AL162018,201811020600,52.3,-35.5,60
Oscar-2018,AL162018,201811021200,53.4,-33.1,60
Oscar-2018,AL162018,201811021800,54.2,-30.4,65
Oscar-2018,AL162018,201811030000,55.3,-26.8,70
Oscar-2018,AL162018,201811030600,56.6,-23.1,65
Oscar-2018,AL162018,201811031200,57.9,-19.6,55
Oscar-2018,AL162018,201811031800,58.9,-17.1,50
Oscar-2018,AL162018,201811040000,59.8,-14.5,45
Oscar-2018,AL162018,201811040600,60.8,-12.1,40
Oscar-2018,AL162018,201811041200,62.4,-9.1,40
