postal_code,tzid,long,lat
36907,America/Chicago,-88.34329100973005,32.4364001680692
19945,America/New_York,-75.22890858233423,38.504790418124294
32648,America/New_York,-83.26311819163014,29.50117094321454
31821,America/New_York,-84.97116845846655,32.11757666630904
32331,America/New_York,-83.64042912760823,30.439688534201093
30411,America/New_York,-82.79810272542429,32.12816081401686
33897,America/New_York,-81.69020825502069,28.27172409846344
32664,America/New_York,-82.22118597266336,29.445545923428124
40769,America/New_York,-84.17013327576885,36.71208809402614
41073,America/New_York,-84.47912553300925,39.10195426024921
32359,America/New_York,-83.38685358494028,29.67901090960807
71373,America/Chicago,-91.60810238954208,31.309461685349174
04050,America/New_York,-70.15696617364966,43.69205270092767
04646,America/New_York,-68.22167396792561,44.25555269262282
31563,America/New_York,-82.18272546081181,31.74546015268759
01907,America/New_York,-70.90669682782949,42.47582092242305
01952,America/New_York,-70.86159947877346,42.846534597332955
49719,America/Detroit,-84.32337743695307,46.0092753165749
40351,America/New_York,-83.41638947087624,38.205433488005
48625,America/Detroit,-84.83134553578677,44.054011833642136
49715,America/Detroit,-84.70640116016082,46.38752786821425
02766,America/New_York,-71.18419095620364,41.9640181538324
63461,America/Chicago,-91.55775070051024,39.79798896125246
03882,America/New_York,-71.04207308726014,43.745817106100624
12979,America/New_York,-73.3733836887408,44.99162527955933
44110,America/New_York,-81.57092690837013,41.564125983571806
73439,America/Chicago,-96.756972490178,33.945558058860705
74948,America/Chicago,-94.5610818630811,35.465493459585375
13655,America/New_York,-74.65129721653044,44.9781071874719
13208,America/New_York,-76.14527639343244,43.078737393701026
29635,America/New_York,-82.62818122939906,35.07993402339714
12414,America/New_York,-73.92041201430759,42.22397410524976
29745,America/New_York,-81.2160425733143,34.994839480765506
28782,America/New_York,-82.15045767123445,35.23590269023377
37363,America/New_York,-85.06432346074048,35.113999807551835
37743,America/New_York,-82.85673782414865,36.06547677867119
75932,America/Chicago,-93.60989931384044,31.054045127138842
05905,America/New_York,-71.66947254940686,44.69354424182285
15033,America/New_York,-79.86461807505505,40.17927951461619
37246,America/Chicago,-86.79139172564994,36.15987711363769
24228,America/New_York,-82.45008060481113,37.16973507017908
25425,America/New_York,-77.78689986587742,39.29490841041229
17202,America/New_York,-77.67748066479206,39.92138412954174
78040,America/Chicago,-99.50228156436262,27.513455184533207
36093,America/Chicago,-86.14038255408943,32.4975374141559
36773,America/Chicago,-87.35874376859427,32.26099682735651
35023,America/Chicago,-87.09239768383105,33.46801218297111
35183,America/Chicago,-86.35078645870357,33.015899803734975
35072,America/Chicago,-86.06142626132596,33.089764872966846
36454,America/Chicago,-87.20061422748732,31.333271279794754
36750,America/Chicago,-86.85059694844867,32.78694349834237
71940,America/Chicago,-93.50964827754504,34.020529562003354
71851,America/Chicago,-93.9423513213324,33.85654195963987
71846,America/Chicago,-94.12401504039303,33.94099243145314
72426,America/Chicago,-90.04210038994705,35.86936581848313
72322,America/Chicago,-90.82215474710294,35.0649334408295
06042,America/New_York,-72.52693056625536,41.79750533158347
06235,America/New_York,-72.12759066915964,41.792918860773256
32351,America/New_York,-84.68178641593249,30.522260546460757
33150,America/New_York,-80.20711505912627,25.85203533064528
34215,America/New_York,-82.68493326332917,27.471757260622095
30817,America/New_York,-82.43591507640899,33.773800657604134
30534,America/New_York,-84.15065250245996,34.43887117954133
30117,America/New_York,-85.13243130271505,33.58013574168965
30332,America/New_York,-84.40436928066399,33.77823299535213
30070,America/New_York,-83.89546354721939,33.57424330181262
62667,America/Chicago,-89.99269694249044,39.49452064497115
60163,America/Chicago,-87.9089768590033,41.888943414254854
60471,America/Chicago,-87.73405449889933,41.47960972908626
60606,America/Chicago,-87.63730681535174,41.88196073434496
18058,America/New_York,-75.49309292116116,40.89118927053769
47335,America/Indiana/Indianapolis,-85.20499867654442,39.81234448404512
46201,America/Indiana/Indianapolis,-86.10915642265475,39.7741495007505
47916,America/Indiana/Indianapolis,-87.05542636706559,39.983649339728835
47584,America/Indiana/Petersburg,-87.25851856318849,38.25501551462979
46165,America/Indiana/Indianapolis,-86.64561839462874,39.847050108855484
50436,America/Chicago,-93.66337391873635,43.26287265632462
50593,America/Chicago,-94.89880344238058,42.657216093784854
67211,America/Chicago,-97.31742993143513,37.666881366890635
66501,America/Chicago,-96.23748101060072,39.05407241300615
66858,America/Chicago,-96.93250958177131,38.47995244004303
67334,America/Chicago,-96.17736684952513,37.02380951018159
66522,America/Chicago,-95.94028437949999,39.86638780971054
67009,America/Chicago,-98.26674805564396,37.21925076499307
40342,America/New_York,-84.98499307836933,38.00320126260195
42301,America/Chicago,-87.24614988410805,37.74035358214776
42124,America/Chicago,-85.64393359154553,36.87052125677568
40033,America/New_York,-85.2380841373206,37.55845127586138
40312,America/New_York,-83.93088147584797,37.85234296385128
40144,America/Chicago,-86.378610215429,37.745922975001164
71486,America/Chicago,-93.61824409853435,31.649293244974082
70422,America/Chicago,-90.48250121169275,30.735383040123402
70803,America/Chicago,-91.17755525971688,30.414295110945623
70122,America/Chicago,-90.06284802794991,30.013168215785697
71463,America/Chicago,-92.61248830393515,30.80776173160179
70526,America/Chicago,-92.37984356546383,30.21018388265939
04975,America/New_York,-69.58839059689677,44.62534469982088
04971,America/New_York,-69.39227027279911,44.93188739099015
21231,America/New_York,-76.59227291942044,39.28718230425772
21641,America/New_York,-75.94220932263165,38.9177651688773
21718,America/New_York,-77.62739693938421,39.39224755149935
02199,America/New_York,-71.08202437552272,42.34747464340538
01088,America/New_York,-72.64780779591075,42.39010127331601
49753,America/Detroit,-83.77223681312368,45.01873033095732
49866,America/Detroit,-87.57862803241612,46.52123878371638
49027,America/Detroit,-86.06860694640838,42.34806147250688
48070,America/Detroit,-83.16837705716324,42.481614549574466
48874,America/Detroit,-84.59475860778838,43.18643611804789
38637,America/Chicago,-90.05013920843237,34.95149252302913
38704,America/Chicago,-91.02129371686371,33.007157534963355
63077,America/Chicago,-90.98631493245624,38.327117165574684
63103,America/Chicago,-90.21677524153314,38.62969029590032
65560,America/Chicago,-91.49929584395936,37.596503274238174
65041,America/Chicago,-91.47664017294237,38.642678956778695
63112,America/Chicago,-90.282720731114,38.65891058084482
03586,America/New_York,-71.79637936690855,44.220334126218766
03216,America/New_York,-71.79569312529773,43.4460393607346
07627,America/New_York,-73.95675734463438,40.95503171266635
07311,America/New_York,-74.0329261261354,40.71909233520605
13845,America/New_York,-76.3537483622428,42.0547091613288
13440,America/New_York,-75.46131439255687,43.21596828285724
10024,America/New_York,-73.97482401236309,40.79226466607971
11752,America/New_York,-73.17481146747954,40.756689302967104
14585,America/New_York,-77.55337323418394,42.906288331528295
13024,America/New_York,-76.57426457665781,42.93453752277425
10553,America/New_York,-73.82170843299382,40.90851669981548
10279,America/New_York,-74.00866883913254,40.71262620644167
28658,America/New_York,-81.2408572102288,35.63585655980007
28394,America/New_York,-79.23456146594172,35.2168381195214
28602,America/New_York,-81.38612534092017,35.6761122413861
28448,America/New_York,-78.32196864269058,34.492229794275325
28504,America/New_York,-77.63531302799421,35.22482206222291
27822,America/New_York,-77.84037818821784,35.80523623326174
28025,America/New_York,-80.52793566852074,35.38037418917656
28244,America/New_York,-80.84309851956773,35.22460303576329
28583,America/New_York,-76.74056486844707,35.13707037819098
43210,America/New_York,-83.02267005145546,40.005206210281656
44709,America/New_York,-81.38619269432391,40.8423575176043
45787,America/New_York,-81.63162979910473,39.46919290807042
43716,America/New_York,-81.00996438688536,39.83675656877471
44115,America/New_York,-81.67107541052326,41.49214565977076
45642,America/New_York,-83.05230017390498,39.04581212818054
43067,America/New_York,-83.47084093403394,40.34575671768891
74849,America/Chicago,-96.73766854204658,34.98445116210235
73149,America/Chicago,-97.48931752264254,35.38941823516152
17522,America/New_York,-76.17072069636741,40.172188846604556
16321,America/New_York,-79.39959960199894,41.5710338302419
15673,America/New_York,-79.55630037938316,40.59379533067965
19501,America/New_York,-76.05842353927744,40.242770083169184
18428,America/New_York,-75.12310051782595,41.416025864055975
15727,America/New_York,-79.30975146303065,40.55803632740229
18105,America/New_York,-75.49394009263932,40.60141494954432
15429,America/New_York,-79.94002096390314,40.00152467709304
15448,America/New_York,-79.73395086798536,40.13567814521582
15555,America/New_York,-79.08226609149648,40.09241574106473
15054,America/New_York,-80.40768732165037,40.362358796196055
15611,America/New_York,-79.65264320520829,40.30652294969157
15422,America/New_York,-79.81139147387937,39.981420178868184
15752,America/New_York,-79.28319480169807,40.54025183174522
02912,America/New_York,-71.40223712778496,41.8256088969909
29644,America/New_York,-82.19337490199872,34.67167958920437
29375,America/New_York,-82.11374801258594,34.861267964450704
29360,America/New_York,-82.046764605869825,34.49663841443229
29324,America/New_York,-81.82667790214414,34.98376733821
29014,America/New_York,-81.13440007288254,34.54463250964008
37087,America/Chicago,-86.27214060857753,36.27278537319432
38462,America/Chicago,-87.55161506415783,35.53107915594211
38552,America/Chicago,-85.8100243438164,36.22038524594103
75925,America/Chicago,-95.06595917899445,31.611137139953588
77354,America/Chicago,-95.6479117067478,30.21103371072667
75682,America/Chicago,-94.9365889850593,32.25033481720985
79329,America/Chicago,-101.68200614477801,33.724786901734355
75428,America/Chicago,-95.91607336358254,33.26847692084454
78629,America/Chicago,-97.45166507837693,29.477235584677015
76033,America/Chicago,-97.51139069458782,32.285101210385626
77008,America/Chicago,-95.41750789260745,29.7985935751348
79350,America/Chicago,-101.83152157128218,33.73192007186935
75858,America/Chicago,-95.1267549427076,31.390770310503584
78723,America/Chicago,-97.68569565711168,30.30427475371605
05251,America/New_York,-73.0704856736253,43.26217612444122
05672,America/New_York,-72.72184632680607,44.48134745756751
05657,America/New_York,-72.52580257383498,44.534724726391424
23881,America/New_York,-76.98663160286927,37.18797448181665
24237,America/New_York,-82.25589606927521,37.03578493266785
23250,America/New_York,-77.3209239411778,37.5051619520906
24432,America/New_York,-79.43399512465653,38.16221674978641
24458,America/New_York,-79.52507600925593,38.311848566260764
23009,America/New_York,-77.18734943787172,37.81383917512947
24319,America/New_York,-81.64622071796217,36.74805089430111
23219,America/New_York,-77.43529653176614,37.54009105254964
26218,America/New_York,-80.26625899634232,38.84497249886816
24910,America/New_York,-80.66097391852507,37.737045605039235
25208,America/New_York,-81.64553503345195,37.848993191902906
25506,America/New_York,-82.18595814636562,38.206952497022456
26351,America/New_York,-80.85360386162179,38.93372221012972
25112,America/New_York,-81.76714661913687,38.38027739187007
25160,America/New_York,-81.28652440393236,38.28949714442417
53805,America/Chicago,-90.68722576672452,43.144698744440845
54123,America/Chicago,-88.14301940447847,44.21126206830394
54538,America/Chicago,-89.90897253648639,45.970339154940724
24845,America/New_York,-81.80339533179921,37.523529324660366
36748,America/Chicago,-87.78483047729407,32.27553868904257
72650,America/Chicago,-92.70636687556578,35.88006959675547
71745,America/Chicago,-92.39603878678912,33.500659914338485
20064,America/New_York,-76.9991752320731,38.93636572424175
21223,America/New_York,-76.65322926619844,39.28426955863087
04920,America/New_York,-69.8502387879219,45.139877462149535
10034,America/New_York,-73.9240818222912,40.86717250563561
48870,America/Detroit,-84.98473529881474,43.11043819168874
01066,America/New_York,-72.6548285569163,42.40761144959688
20629,America/New_York,-76.45231766036687,38.336494740525886
04932,America/New_York,-69.13335842712058,44.695695716478944
24874,America/New_York,-81.52747310973203,37.56239295449865
17957,America/New_York,-76.51825354291694,40.59182258365863
43934,America/New_York,-80.78999585957244,40.078147008291836
32425,America/Chicago,-85.72081036912458,30.855138825647682
60605,America/Chicago,-87.6198284845303,41.86683721214068
50465,America/Chicago,-93.91222389629839,43.486441538561586
62204,America/Chicago,-90.09056016608531,38.63270394276465
