storm_id,usa_atcf_id,date,tclat,tclon
Andrea-2019,AL012019,2019-05-20T18:00:00Z,28.1,-68.6
Andrea-2019,AL012019,2019-05-20T18:15:00Z,28.14407167208274,-68.60843465285197
Andrea-2019,AL012019,2019-05-20T18:30:00Z,28.188118248456792,-68.61686824845678
Andrea-2019,AL012019,2019-05-20T18:45:00Z,28.232114633413463,-68.6252997295673
Andrea-2019,AL012019,2019-05-20T19:00:00Z,28.276035731244065,-68.63372803893637
Andrea-2019,AL012019,2019-05-20T19:15:00Z,28.31985644623991,-68.64215211931683
Andrea-2019,AL012019,2019-05-20T19:30:00Z,28.36355168269231,-68.65057091346154
Andrea-2019,AL012019,2019-05-20T19:45:00Z,28.40709634489257,-68.65898336412333
Andrea-2019,AL012019,2019-05-20T20:00:00Z,28.450465337132005,-68.66738841405508
Andrea-2019,AL012019,2019-05-20T20:15:00Z,28.493633563701923,-68.6757850060096
Andrea-2019,AL012019,2019-05-20T20:30:00Z,28.53657592889364,-68.68417208273979
Andrea-2019,AL012019,2019-05-20T20:45:00Z,28.57926733699846,-68.69254858699846
Andrea-2019,AL012019,2019-05-20T21:00:00Z,28.621682692307694,-68.70091346153846
Andrea-2019,AL012019,2019-05-20T21:15:00Z,28.663796899112658,-68.70926564911265
Andrea-2019,AL012019,2019-05-20T21:30:00Z,28.705584861704654,-68.71760409247388
Andrea-2019,AL012019,2019-05-20T21:45:00Z,28.747021484375,-68.72592773437499
Andrea-2019,AL012019,2019-05-20T22:00:00Z,28.788081671415007,-68.73423551756885
Andrea-2019,AL012019,2019-05-20T22:15:00Z,28.82874032711598,-68.74252638480829
Andrea-2019,AL012019,2019-05-20T22:30:00Z,28.868972355769234,-68.75079927884615
Andrea-2019,AL012019,2019-05-20T22:45:00Z,28.908752661666075,-68.7590531424353
Andrea-2019,AL012019,2019-05-20T23:00:00Z,28.948056149097816,-68.76728691832858
Andrea-2019,AL012019,2019-05-20T23:15:00Z,28.986857722355772,-68.77549954927885
Andrea-2019,AL012019,2019-05-20T23:30:00Z,29.025132285731246,-68.78368997803894
Andrea-2019,AL012019,2019-05-20T23:45:00Z,29.06285474351555,-68.7918571473617
Andrea-2019,AL012019,2019-05-21T00:00:00Z,29.1,-68.8
Andrea-2019,AL012019,2019-05-21T00:15:00Z,29.136553587592,-68.80811853595382
Andrea-2019,AL012019,2019-05-21T00:30:00Z,29.172543551163344,-68.81621698421178
